shift_id,category,note
S103478,absence_cover,"double dtuy today, Nkoi on family responsibility leave"
S101798,absence_cover,"worked through, Cele at the clinic"
S102432,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105047,client_requested,"client says stay till six, donnt know if office approved"
S101552,equipment_failure,"lift out of order, everything carried up stairs, took long"
S109173,no_useful_information,.
S103055,cover_unspecified,stood in for Fourie
S106541,cover_unspecified,stood in for Mavuso
S102204,late_handover,"oorhandiging was laat, gewag vir sleutels"
S103344,unclear_or_mixed,"extra patrol per client email, approved by office"
S108105,relief_problem,"aflos het nie opgedaag nie, moes aanbly"
S102382,equipment_failure,"gate motor failed, manned it by hand till 06:00"
S106979,absence_cover,"covering mthembu post, no show no call"
S101551,relief_problem,"no replacement sent, ngicela sort this out"
S103691,client_requested,Client reuested deep clean before the audit - approved
S100590,cover_unspecified,"tok mahlangu shift as wll, 2 posts 1 guard"
S104130,relief_problem,"no replacement sent, ngicela sort this out"
S101805,equipment_failure,"masjien is stukkend, alls met die hand gedoen"
S107050,cover_unspecified,"took Nosi shift as well, 2 pots 1 guard"
S100586,relief_problem,Next shift guard did not pitch. Had to cover.
S106664,absence_cover,"Mabaso didnt come in, covered the post"
S106280,client_requested,Client requested deep clean before the audit - approved
S105325,absence_cover,"Zulu didnt come in, covered the post"
S101883,equipment_failure,"buffer machine kaput, did the floor by hand"
S108332,client_requested,"stocktake ran over, client asked us to remain, they knnow tey pay for it"
S104275,client_requested,"stocktake ran over, client asked us to remai,n they know they pay for it"
S101278,no_useful_information,ok
S106650,absence_cover,"worked through, Tshabalala at the clinic"
S109304,equipment_failure,"MAASJIEN IS STUKKEND, ALLES MET DIE HAND GEDOEN"
S100889,client_requested,"cllient wanted extra man on the gate for the event, approved"
S109279,no_useful_information,ntr
S101961,no_useful_information,fine
S108951,no_useful_information,quiet shift
S105579,equipment_failure,"lift out of order, everything carried up stairs, took long"
S103829,absence_cover,"worked through, Jaobs at the clinic"
S105821,unclear_or_mixed,"extra patrol per clent email, approved by office"
S101230,no_useful_information,ntr
S106561,equipment_failure,"srubber broke down, had to do the floor manually"
S104974,no_useful_information,all quiet
S103973,absence_cover,Covering for Sibiya - booked off sick
S100485,late_handover,shiift handover delayed by 30 min
S100306,client_requested,Client requested deep clean before the audit - approved
S105701,late_handover,"handover late agn, keys missing !"
S103796,relief_problem,no relief. stayed. someone must please sort the roster
S106442,no_useful_information,nothing to report
S108776,cover_unspecified,stood in for Ndlovu
S104245,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105429,equipment_failure,"generator fault, stayed to monitor"
S104642,absence_cover,"uDlamini akezanga namhlanje, ngimele yena"
S104321,no_useful_information,quiet shift
S102395,relief_problem,"aflos het nie opgedaag nie, moes aanbly"
S100719,relief_problem,no relief. stayed. someone must pls sort the roster
S100928,late_handover,"handover late agn, keys missing"
S108001,cover_unspecified,stood in for zuul
S107901,late_handover,"late handover, waiting on paperwork"
S102369,relief_problem,Next shift guard did not pitch. Had to cover.
S108833,equipment_failure,"buffer machine kaput, did the floor by hand.."
S107059,absence_cover,"worked through, Dlamini at the clinic.."
S101604,client_requested,"client wanted etra man on the gate for the event, approved.."
S107331,absence_cover,"covering Wyk post, no show no call"
S103251,no_useful_information,all quiet
S102109,no_useful_information,all good
S103776,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S104996,unclear_or_mixed,"additional cover requested by site manager, signed off"
S107964,absence_cover,"covering Mavuso post, no show no call !"
S107361,relief_problem,"control room says relief coming, nobody came"
S106102,no_useful_information,fine
S104779,relief_problem,double shift bc relief never pitched
S107267,no_useful_information,no issues on site
S109331,no_useful_information,n/a
S100873,no_useful_information,as per normal
S108180,equipment_failure,"generator fault, stayed to monitor"
S103781,unclear_or_mixed,"additional cover requested by site manager, signed off.."
S105156,relief_problem,double shift because relief never pitched
S100630,absence_cover,"Dlamini didnt come in, covered the post"
S101058,cover_unspecified,"took Fourie shift as well, 2 poosts 1 guard"
S108709,no_useful_information,all good
S102622,relief_problem,client signed for the extra hours but real reason is relief no show again
S105088,absence_cover,"Maluleke absent, took her rounds as wlel"
S102662,client_requested,Client requested deeep clean before the audit - aproved..
S101209,late_handover,"handover late again, keys missing"
S107717,absence_cover,"Sibiya didnt come in, covered the post"
S104651,absence_cover,"double duty today, Ndovu on family responsibility leave"
S100579,unclear_or_mixed,Centre mgr requested additional coer for stocktake
S106967,equipment_failure,"machine down agn, took twice as long"
S102050,absence_cover,"gedk vir Sithole, siek gemeld"
S105339,cover_unspecified,Covered for Mahlangu agn - 3rd time this month
S105952,absence_cover,"gedek vir Sibiya, siek gemeld"
S105834,equipment_failure,"generator fault, stayed to monitor"
S104442,client_requested,"client wanted extra man on the gate for the event, approved"
S104531,unclear_or_mixed,"gedek vir Motaung, siek geemld"
S100817,no_useful_information,all good
S102880,equipment_failure,"scrubber broke down, had to do the floor manually"
S108544,cover_unspecified,Covered for Zulu again - 3rd time this month
S108079,late_handover,"late handover, waiting on paperwork"
S107287,equipment_failure,"buffer machine kaput, did the floor by hand"
S109328,unclear_or_mixed,extra hrs approved by client for the event setup
S102181,cover_unspecified,Covered for Naidoo again - 3rd tie this month
S105471,no_useful_information,all good
S106973,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S100088,absence_cover,"coering Blaoyi post, no show no call.."
S105483,unclear_or_mixed,centre mgr requested additional covre for stocktake
S108451,cover_unspecified,"took Botha shift as well, 2 posts 1 guard"
S100501,equipment_failure,"generator fault, styed to mointor"
S102158,absence_cover,"uTshabalala akezanga namhlanje, ngimele yena"
S107206,no_useful_information,nothing to report
S108767,client_requested,Client asked for extra patrol after the break-in Tuesday..
S103619,unclear_or_mixed,"extra patrol per client emil, approved by office"
S105340,relief_problem,relief no show AGAIN
S106430,no_useful_information,fine
S100294,late_handover,"late handover, waiting on paperwork"
S107595,no_useful_information,as per normal
S108470,relief_problem,"next shift akafikanga, ngihlale kuze kube 0600"
S109238,no_useful_information,
S100975,late_handover,"late handover, waiting on paperwork"
S108288,relief_problem,"still on site, relief was suppose to come 6am"
S104068,client_requested,"client wantd extra man on the gate for the event, approved"
S103397,absence_cover,Covering for Khumalo - booked off sick
S104116,absence_cover,"uMaluleke akezanga namhlanje, ngimele yena"
S103456,unclear_or_mixed,"extra patrol per client email, approevd by office"
S106546,absence_cover,"khumalo didnt come in, covered the post"
S100717,relief_problem,"next shift akafikanga, ngihlale kuze kube 6am"
S106042,client_requested,client requested deep clean before the audit - approved
S104526,no_useful_information,n/a
S108657,client_requested,client asked for extra patrol after the break--in tuesday
S100595,relief_problem,client signed for the extra hours but real reason is relief no show agn..
S107088,unclear_or_mixed,"additional cover requested by site mgr, signed off"
S107885,unclear_or_mixed,extra hours approved by client for the event setup
S107627,equipment_failure,"gnerator fault, stayed to monitor.."
S106573,unclear_or_mixed,"Naidoo didt come in, covered the post"
S107746,relief_problem,"still on site, relief was suppose to come 06h00"
S107218,no_useful_information,ntr
S106989,equipment_failure,"buffer machine kaput, did the floor by hand"
S100301,relief_problem,"still on site, relief was suppose to come 06:00"
S104331,absence_cover,"molefe absent, took her rounds as well"
S102253,no_useful_information,all quiet
S107504,no_useful_information,ok
S100384,relief_problem,"control room says relief coming, nobody came"
S106492,unclear_or_mixed,"requested by centre management for load in, signed off"
S105436,equipment_failure,"machine down again, took twice as long"
S102650,no_useful_information,all quiet
S103589,relief_problem,relief no show AGAIN
S106553,relief_problem,Next shift guard did not pitch. Had to cover.
S107376,relief_problem,"next shift akafikanga, ngihlale kuze kube 6 !"
S105329,relief_problem,double shift because relief never picthed !
S109293,late_handover,"waited 45 min for handover, OB book not signed"
S106233,absence_cover,Mokoena off sick. again. covered.
S106536,absence_cover,"double duty today, Sithole on family responsibility leave"
S109261,late_handover,"handover late agn, keys missing"
S103809,relief_problem,"waited for relief, nobody caame through"
S105550,unclear_or_mixed,extra hrs apprvoed by clietn for the event setp
S102179,late_handover,"waited 40 min for handover, OB book not signed"
S102377,late_handover,"late handover, waiting on paperwork"
S105071,relief_problem,"no replacement sent, ngicela sort this out"
S105155,no_useful_information,sharp
S106680,client_requested,Client asked for extra patrool after the break-in Tuesday
S107580,absence_cover,"geddek vir wyk, siek gemeld"
S102879,late_handover,"waited 25 min for handover, OB book not signed"
S101725,no_useful_information,ok
S105880,late_handover,"late handover, waiting on paperwork"
S106235,absence_cover,"gedek vir Tshabalala, siek gemeld"
S106457,absence_cover,"USIBIYA AKEZANA NAMHLANJE, NGIMELE YENA.."
S106046,unclear_or_mixed,"extra patrol per client email, approved by office"
S107572,no_useful_information,-
S106375,relief_problem,"still on site, relieef was suppose to come six"
S103012,unclear_or_mixed,Centre mgr requested additional cover for stocktae
S109078,no_useful_information,ok
S101275,no_useful_information,.
S103735,no_useful_information,akukho lutho
S108835,client_requested,"client wanted extra man on the gate for the event, approved"
S107894,relief_problem,"relief only arrived 0600, stayed until then"
S108026,equipment_failure,"srubber broke down, had to do the floor manually"
S108082,no_useful_information,quiet shift
S108285,cover_unspecified,"took Zulu shift as well, 2 posts 1 guard"
S101069,no_useful_information,
S107875,late_handover,"oorhandiging was laat, gewag vir sleutels"
S103391,relief_problem,"relief never arrived, stayed on till six"
S101905,no_useful_information,.
S103424,client_requested,Client requested deep clean before the audit - approved
S103988,equipment_failure,"buffeer machine kaput, did the floor by hand"
S105735,absence_cover,"worked through, sibiya at the clinic"
S102953,equipment_failure,"gate motoor failed, manned it by hadn till 6"
S106580,absence_cover,"umolefe akezanga namhlanje, ngimele yena"
S108038,absence_cover,"Ndlovu absent, took her rounds as well"
S103338,unclear_or_mixed,"late hanodver, waiting on paperwork"
S106132,absence_cover,Covering for Wyk - booked off sick
S107079,client_requested,Client asked for extra patrol after the break-in Tuesday
S101822,absence_cover,"uSibiya akezanga namhlanje, ngimele yena"
S105051,late_handover,"handover late again, keys missing"
S103751,relief_problem,"still on site, relief was suppose to come six"
S108478,relief_problem,Next shift guard did not pitch. Had to cover.
S106097,relief_problem,"aflos het nie opgedaag nie, moes aanbly"
S104397,no_useful_information,nothing to report
S108061,late_handover,shift handover delayed by 30 min
S102528,equipment_failure,"generator fault, stayed to monitor !"
S100587,absence_cover,Nkosi off sick. agn. coveredd.
S109297,absence_cover,"uBotha akezanga namhlanjje, ngimele yena"
S104857,client_requested,"client says stay till 06h00, dont know if office approved"
S101939,late_handover,"waited 50 min for handover, OB book not signed"
S104803,cover_unspecified,"took Mokoena shift as well, 2 posts 1 guard"
S103509,absence_cover,"double duty today, Baloyi on family responsibility leave"
S104449,no_useful_information,sharp
S100032,relief_problem,"control room says relef coming, nobody came"
S101590,relief_problem,"control room says relief coming, nobody came"
S104355,unclear_or_mixed,"additional cover requested by site mgr, signed off"
S103661,relief_problem,"aflos het nie opgedaag nie, moes aanbly"
S102838,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S106807,client_requested,CLIENT ASKED FOR EXTRA PATROL AFTER THE BREAK-IN TUESDAY
S105053,client_requested,klient het ekstra ure gevra vir stocktake !
S102453,no_useful_information,ntr
S101640,no_useful_information,all fine
S105352,client_requested,"client says stay till six, dont know if office approved"
S106225,equipment_failure,"GENERATOR FAULT, STAYED TO MONITOR.."
S104164,equipment_failure,"scrubber broke don, had to do the floor manually"
S100309,absence_cover,Jacobs off sick. ag.n covered.
S103077,relief_problem,no relif. stayed. someone must please sort the roster
S102386,cover_unspecified,"took Mabaso shift as well, 2 posts 1 guard"
S101769,equipment_failure,"buffer machine kaput, did the floor by hand"
S104379,absence_cover,"uBotha akezanga namhlanje, ngimele yena"
S108123,no_useful_information,ntr
S101704,equipment_failure,"buffer machine kaput, did the floor by hand !"
S108837,no_useful_information,no issues on site
S103018,relief_problem,"next shift akafikanga, ngihlale kuzze kube 06h00"
S106806,absence_cover,"Naidoo didnt come in, covered the post.."
S106376,cover_unspecified,"took Nkosi shift as well, 2 posts 1 guard"
S106252,cover_unspecified,"took Naidoo shift as well, 2 posts 1 guard"
S103649,absence_cover,"uNaidoo akezanga namhlanje, ngimele yena"
S107240,unclear_or_mixed,"extra patrol per client email, approved by ofice"
S108016,client_requested,"client says stay till 06h00, dont know if office approved"
S104249,no_useful_information,all quiet
S106902,client_requested,"client says stay till 0600, dont know if office approved"
S102656,absence_cover,"Ngcobo absent, took her rounds as well.."
S109305,absence_cover,"Mokoena absent, took her rounds as well"
S105537,absence_cover,"nkosi absent, took her rounds as well !"
S102317,no_useful_information,nothing to report
S104575,no_useful_information,no issues on site
S103458,relief_problem,no relief. stayed. someone must please sort the roster !
S102929,relief_problem,"next shift akafikanga, ngihlale kuze kube 6"
S101338,no_useful_information,nothing to report
S104868,no_useful_information,niks om te rapporteer nie
S107133,relief_problem,relief no show again..
S102570,unclear_or_mixed,"sill on site, relief was spupose to come 6am"
S106476,equipment_failure,"lift out of order, everything carried up stairs, took lng"
S100784,absence_cover,"worked through, ndlovu at the clinic.."
S106925,equipment_failure,"lift out of order, everything carried up stairs, took long"
S107886,late_handover,shift handover delayed by 50 min
S102295,absence_cover,"jacobs absent, took her rounds as well"
S100775,no_useful_information,quiet shift
S103402,equipment_failure,"machine down agn, took twice as long"
S105318,relief_problem,client signed for the extra hours but real reason is relief no show agn !
S101812,no_useful_information,ntr
S102723,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105460,equipment_failure,"lift out of order, everything carried up stairs, took long"
S101597,absence_cover,"double duty today, maluleke on family responsibility leave.."
S105342,absence_cover,"umthembu akezanga namhlanje, ngimele yena"
S103470,unclear_or_mixed,shft handover dealyed by 25 min
S103005,cover_unspecified,"took dlaminni shift as well, 2 posts 1 guard"
S107332,absence_cover,"gedek vir Hendricks, siek geemeld"
S104121,client_requested,client requested deep clean before the audt - approved
S103105,no_useful_information,fine
S105346,unclear_or_mixed,"machien down agn, took twice as long"
S101120,absence_cover,Zulu off sick. agn. covered.
S107414,late_handover,shift handovver delayed by 50 min
S100713,absence_cover,Naidoo off sick. again. covered..
S106901,cover_unspecified,"took mthembu shift as well, 2 pots 1 guard"
S100603,relief_problem,"waited for relief, nobody came through"
S107506,cover_unspecified,"took Wyk shift as well, 2 posts 1 guard"
S105585,equipment_failure,"scrubber broke dwn, had to do the floor mnually"
S104423,absence_cover,"DLAMINI DIDNT COME IN, COVERED THE POST"
S104093,client_requested,"client wanted extra man on the gate for the event, approved"
S109323,equipment_failure,"gate motor failed, manned it by hand till 6.."
S103163,no_useful_information,n/a
S102367,cover_unspecified,"took Tshabalala shift as well, 2 posts 1 guadr"
S104076,no_useful_information,no incidents
S101592,unclear_or_mixed,"additional cover requested by site mgr, signed off.."
S108943,no_useful_information,niks om te rapporteer nie
S108665,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S101471,late_handover,"handover late agn, keys missing"
S108186,cover_unspecified,COVERED FOR NDLOVU AGAIN - 3RD TIME THIS MONTH
S102372,relief_problem,client signed for the extra hours but real reason is relief no show agn
S105629,relief_problem,"waited for relief, nobody came through"
S100238,unclear_or_mixed,extra hrs approved by client for the event setup
S103418,unclear_or_mixed,extra hours approved by client for the event setup
S108305,client_requested,klient het ekstra ure gevra vir stocktake
S102972,relief_problem,Next shift guard did not pitch. Had to cover.
S102449,unclear_or_mixed,centre mgr requested additional cover for stocktake..
S104536,absence_cover,"COVERING DLAMINI POST, NO SHOW NO CALL"
S108855,unclear_or_mixed,"requested by centre management for load in, signed off"
S106382,relief_problem,double shift bc relief never pitched
S104699,late_handover,"waited 40 min for handover, ob book not signed"
S100284,absence_cover,"double duty today, Sithole on family responsibility leave.."
S106896,unclear_or_mixed,Centre manager requested additional cover for stocktake
S102287,unclear_or_mixed,extra hrs approved by client for the event setup
S100470,absence_cover,"covering Mabaso post, no show no call.."
S103051,equipment_failure,"buffer machine kaput, did the floor by hand"
S101438,late_handover,"handover late agn, keys missing"
S104956,no_useful_information,-
S102887,relief_problem,client signed for the extra hrs but real reason is relieef no show again
S105496,relief_problem,"relief never arrived, stayed on till 06h00 !"
S107708,absence_cover,Covering for Ngcobo - booked off sick
S106406,unclear_or_mixed,"additional cover requested by site manager, signed off"
S101394,no_useful_information,
S108604,relief_problem,"relief only arrived six, stayed until then"
S101046,equipment_failure,"gate motor failed, manned it by hand till six"
S106395,absence_cover,"covering Mthembu postt, no show no call"
S108405,equipment_failure,"gate motor failed, manned it by hand till 06:00"
S102416,equipment_failure,"generator fault, stayed to monitor"
S104541,absence_cover,"Adams didnt come in, covered the post"
S108993,relief_problem,"next shift akafikanga, ngihlale kuze kube 6"
S105190,no_useful_information,as per normal
S106985,unclear_or_mixed,"extra patrol per client email, approved by officce"
S103441,relief_problem,relief no show AGAIN
S101222,no_useful_information,all good
S100315,relief_problem,"no repacement sent, ngicela sort this out"
S108612,relief_problem,double shift because reief never pitched
S104092,late_handover,"handover late agn, keys missing"
S107148,no_useful_information,all quiet
S109322,client_requested,Client asked for extra patrol after the break-in Tuesday
S103819,absence_cover,"uJacobs akezanga namhlanje, ngimele yena"
S101795,equipment_failure,"machine down agn, took twice as long.."
S106892,relief_problem,"control room sasy relief coming, nobody came"
S100706,client_requested,"cllient says stay till 6, dont know if office approved"
S100443,no_useful_information,all fine
S108441,equipment_failure,"bufefr machine kapu, did the floor by hand"
S102862,relief_problem,"no replacement sent, ngicela sort this out"
S102601,client_requested,Client asked for extra ptrol after the break-in Tuesday
S107530,absence_cover,"uFourie akezanga namhlanje, ngimele yena"
S101714,relief_problem,"relief only arrived 06:00, stayed until then.."
S103445,relief_problem,no relief. stayed. someone must please sort the roster
S100171,client_requested,Client asked for extra patrol after the break-in Tuesday..
S105092,no_useful_information,fine
S105372,no_useful_information,sharp
S107478,unclear_or_mixed,centre manager requested additional cover for stocktake
S103330,client_requested,klent het ekstra ure gevra vir stocktake
S103627,relief_problem,cliient signed for the extra hours but real reeason is relief no show agn
S104250,no_useful_information,nothing to report
S104099,no_useful_information,n/a
S107066,unclear_or_mixed,"requested by centre management for load in, signed off"
S103601,absence_cover,jacobs off sick. again. covered.
S105011,client_requested,Client requested deep clean before the audit - approved
S103634,no_useful_information,ntr
S103549,client_requested,klient het ekstra ure gevra vir stocktake
S106414,late_handover,"waited 40 min for handover, OB book not signed"
S102937,cover_unspecified,stood in for Molefe
S106884,absence_cover,"GEDEK VIR HENDRICKS, SIEK GEMELD"
S107859,no_useful_information,
S107514,client_requested,"client wanted extra man on the gate for the event, approved"
S101947,cover_unspecified,"covering Mabaso post, no show no cll"
S108374,relief_problem,"relief only arrived 06h00, stayyed until then"
S104492,relief_problem,relief no show AGGAIN
S109335,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S108103,no_useful_information,no incidents
S101011,late_handover,"handover late again, keys missing"
S107101,no_useful_information,quiet shift
S100886,client_requested,klient het ekstra ure gevra vir stocktake
S103065,late_handover,"waited 40 min for handover, OB book not signed"
S105811,relief_problem,"still on site, relief was suppose to come 0600"
S100922,client_requested,"client wanted extra man on the gate for the event, approved"
S107253,equipment_failure,"machine down again, took twice as long"
S100473,client_requested,"clint says stay till six, doont know if office approved"
S101512,equipment_failure,"lift out of order, everything carried up stairs, took long"
S105973,absence_cover,"Naidoo abset, took her runds as weell"
S109203,absence_cover,"Fourie absen, took her rounds as well"
S102376,unclear_or_mixed,"extra patrol per client emaail, apprroved by office"
S104162,no_useful_information,quiet shift
S108378,absence_cover,"covering Jacobs post, no show no call"
S102860,relief_problem,"relief never arrived, stayed on till six.."
S108045,cover_unspecified,Covered for Sithole agn - 3rd time this month
S100416,unclear_or_mixed,"extra patrol per client email, approved by office"
S100553,relief_problem,"control room says relief coming, nobody came"
S106578,unclear_or_mixed,centre manager requested additional cover for stocktake !
S103436,absence_cover,"fourie didnt come in, covered the post"
S106657,late_handover,"waited 30 min for handover, OB book not signed.."
S100222,no_useful_information,
S102131,client_requested,"client asked us to stay for the deliivery, ok'd by centre mgmt"
S102206,no_useful_information,all good
S107980,relief_problem,"control room sayys relief coming, noboddy came"
S101027,no_useful_information,ntr
S102265,no_useful_information,ok
S105840,relief_problem,"no replacement sent, ngicela sort this out"
S104369,absence_cover,"covering sibiya post, no show no call"
S109245,no_useful_information,no issues on site
S106428,relief_problem,"waited for relief, nobody came through"
S106726,no_useful_information,all quiet
S104286,no_useful_information,all good
S109318,relief_problem,"control room says relief coming, nobody came"
S107314,absence_cover,"gedek vir ngcobo, siek gemeld"
S101268,cover_unspecified,"took Jacobs shift as wel, 2 posts 1 guard"
S103801,no_useful_information,sharp
S102117,late_handover,shift handover delayed by 25 min
S103605,absence_cover,Ngcobo off sick. agn. covered.
S105649,cover_unspecified,Covered for Zulu again - 3rd time this month
S103805,cover_unspecified,"covering Zulu post, no sow no call"
S104662,absence_cover,"worked through, Botha at the clinic"
S108863,absence_cover,"double duty today, sithole on family responsibility leave"
S108464,relief_problem,"next shift akafikanga, ngihlale kuze kue six"
S103768,client_requested,"client wanted extra man on the gate for the event, approved"
S106467,client_requested,Client asked for extra patrol after the break-in Tuesday
S107876,relief_problem,"relief never arrived, sayed on till 6am"
S108453,late_handover,"waited 30 min for handover, OB book not signed"
S106960,client_requested,Client asked for extra patrol after the break-in Tuessday
S107620,relief_problem,client signed for the extra hours but real reason is relief no show again
S106436,relief_problem,"control room says relief coming, nobody came"
S100015,no_useful_information,quiet shift
S109351,late_handover,"waited 45 min for handover, OB book not signed.."
S101865,late_handover,"handover late again, keys missing"
S100343,equipment_failure,"scrubber broke down, had to do the floor manually"
S102628,unclear_or_mixed,"lift out of orrder, everything carried up stairs, took long"
S105144,no_useful_information,
S106167,client_requested,Client asked for extra patrol after the break-in Tuseday
S109291,absence_cover,"COVERING MOLEFE POST, NO SHOW NO CALL"
S107036,no_useful_information,all quiet
S101324,unclear_or_mixed,"requested by centre management for load in, signed off"
S102771,relief_problem,"no replacement sent, ngicela sort this out"
S103828,equipment_failure,"lift out of order, everything carried up stairs, took long"
S106963,relief_problem,double shift bc relief never pitched..
S100350,cover_unspecified,"took Maluleke shiift as well, 2 posts 1 guard.."
S105251,no_useful_information,no incidents
S109337,relief_problem,"aflos het nie opgedaag nie, moes aanbly"
S107030,no_useful_information,akukho lutho
S107531,equipment_failure,"MACHINE DOWN AGN, TOOK TWICE AS LONG"
S103094,absence_cover,"uNaidoo akezanga namhlanje, ngimele yena"
S108359,unclear_or_mixed,"gaate motor failed, manned it by hand till 06:00"
S107983,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S106270,no_useful_information,ntr
S104755,no_useful_information,as per normal
S108437,relief_problem,"relief never arrived, stayed on till 6"
S108936,no_useful_information,all good
S104485,no_useful_information,
S107191,absence_cover,Mthembu off sicck. again. covered.
S107032,late_handover,"oorhandiging was laat, gewag vir sleutels.."
S107658,unclear_or_mixed,Jacobs off sic. again. covered.
S102474,no_useful_information,akukho lutho
S108807,equipment_failure,"gate motor failed, manned it by hand till 06:00"
S105639,no_useful_information,as per normal
S103380,relief_problem,Next shift guard did not pitch. Had to cover.
S100305,absence_cover,"uBaloyi akezanga namhlanje, ngimele yena.."
S106612,no_useful_information,sharp
S104114,relief_problem,"relief never arrived, stayed on till 6am"
S107752,equipment_failure,"generator fault, stayed to monitor"
S103631,relief_problem,"WAITED FOR RELIEF, NOBODY CAME THROUGH"
S101281,no_useful_information,akukho lutho
S107724,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S108830,unclear_or_mixed,"requested by cenre management for load in, siged off"
S106222,equipment_failure,"scrubber broke down, had to do the floor manually"
S105604,absence_cover,"ndlovu absent, took her rounds as well"
S104081,relief_problem,"no replacement sent, ngicela sort this out"
S107132,cover_unspecified,stood in for Motaug
S104538,no_useful_information,ok
S106341,absence_cover,"double duty today, sibiya on family responsibility leave"
S107889,unclear_or_mixed,"additional cover requested by site manager, signed off"
S101533,equipment_failure,"gate motor failed, manned it by hand till 06h00"
S103759,client_requested,"client wanted extra man on the gate for the event, approved"
S105298,no_useful_information,nothing to report
S104929,absence_cover,"uMolefe akezanga namhlanje, ngimele yena"
S103561,cover_unspecified,"toook motaung shift as well, 2 posts 1 guard"
S106152,no_useful_information,no issues on site
S103404,unclear_or_mixed,"took Dlamini shiift as well, 2 psots 1 guard"
S108615,absence_cover,wyk off sick. again. covered..
S100880,absence_cover,"Ndlovu absent, took her rounds as well"
S106530,late_handover,shift handover delayed by 25 min
S107460,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it.."
S105794,cover_unspecified,Covered for Sithole again - 3rd time this month
S108813,client_requested,Client asked for extra patrol after the brea-kin Tuesday
S105097,relief_problem,"still on site, relief was suppose to come 06:00"
S104127,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S107343,absence_cover,"umabaso akezanga namhlanje, ngimele yena.."
S107062,equipment_failure,"lift out of order, everything carried up stairs, took long"
S100273,absence_cover,Covering for Molefe - booked off sick
S108901,no_useful_information,fine
S108349,client_requested,klieent het ekstra ure gevra vir stocktake
S107147,equipment_failure,"machine down again, took twice as long.."
S100281,unclear_or_mixed,"requested by centre management for load in, signed off !"
S100538,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S106516,late_handover,"handover late again, keys missing.."
S108299,no_useful_information,no issues on site
S100596,late_handover,shift handover delayed by 45 min
S102082,absence_cover,"covering Ndlovu post, no show no call"
S104102,absence_cover,"usibiya akezanga namhlanje, ngimele yena.."
S100691,equipment_failure,"machine down again, took twice as long"
S104098,no_useful_information,fine
S105612,absence_cover,"Botha absent, took her rounds as well.."
S101811,unclear_or_mixed,Next shifft guard did not pitch. Had to cover.
S100381,relief_problem,"still on site, relief was supose to come six"
S108015,absence_cover,"COVERING SIBIYA POST, NO SHOW NO CALL"
S106575,cover_unspecified,"took Mthembu shift as well, 2 possts 1 guard"
S104461,no_useful_information,no incidents
S109344,absence_cover,motaung off sick. again. covered.
S105742,absence_cover,"Motaung absent, took her rounds as well"
S107902,relief_problem,"next shift akafikanga, ngihlale kuze kube 06h00"
S108847,unclear_or_mixed,"reequested by centre management for load in, signed off.."
S109070,absence_cover,"gedek vir Wyk, siek gemeld"
S105652,late_handover,"handover late agn, keys missing"
S108189,client_requested,Client requested deep clean before the audit - approved..
S101786,late_handover,"handover late agian, keys missing"
S107322,client_requested,"client says stay till 06h00, dont know if office apprved"
S108597,late_handover,"handover late an, keys missing.."
S101542,relief_problem,"relief never arrived, stayed on till 06:00"
S102467,no_useful_information,sharp
S101960,unclear_or_mixed,"requested by centre management for load in, signed off"
S103581,unclear_or_mixed,extra hrs approved by client for the event setup
S100291,no_useful_information,fine
S100640,no_useful_information,quiet shift
S103417,cover_unspecified,stood in for maluleke
S103787,equipment_failure,"generator fault, stayed to monitor"
S106663,equipment_failure,"buffer machine kaput, did the floor by hand"
S109355,no_useful_information,no incidents
S101494,no_useful_information,all quiet
S106413,relief_problem,double shift beccause relief never pitched
S102366,unclear_or_mixed,"nxet shift akafikanga, ngihlale kuze kube 06:00"
S109381,equipment_failure,"scrubber broke down, had to do the floor manually"
S105820,unclear_or_mixed,extra hrs approved by client for the event setup
S103804,no_useful_information,all fine
S100567,client_requested,clint requested deep clean before the audit - approved
S107814,equipment_failure,"scrubber broke down, had to do the floor manually !"
S106214,relief_problem,double shift because relief never pitched
S104104,client_requested,"client asked us to saty for the delivery, ok'd by centre mgmt !"
S108438,cover_unspecified,stood in for Fuorie..
S106101,relief_problem,"aflos het nie opgedaag nie, mooes aanbly"
S101900,unclear_or_mixed,"extra patrol per client email, approved by office"
S101758,client_requested,Client requested deep clean before the audit - approved
S103750,equipment_failure,"gate motor failed, manned it by hand till six"
S104210,absence_cover,"Tshabalala didnt come in, covered the post.."
S102428,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S101589,relief_problem,"conntrol room says relief coming, nobody came"
